"id","sku","name","description","measure","price","mrp","on_hand","taxons","has_variants","no_of_variants","deleted_at",
,,,,"24 pc",664.1,699,1000,,,,,4.992846924
,,"Nestle Kitkat",,,6.9,7,1000,"Groceries/Chocolates","TRUE",2,,1.428571429
,,,,"16.5 gms",6.9,7,1000,,,,,1.428571429
,,,,"34 gms",13.7,14,1000,,,,,2.142857143
,,"Nestle Munch",,,4.9,5,1000,"Groceries/Chocolates","TRUE",2,,2
,,,,"15 gms",4.9,5,1000,,,,,2
,,,,"90 gms",28.4,29,1000,,,,,2.068965517
,,"Cadbury Silk Roast Almond",,,49,50,1000,"Groceries/Chocolates","TRUE",2,,2
,,,,"69 gms",49,50,1000,,,,,2
,,,,"160 gms",104.5,110,1000,,,,,5
,,"Cadbury Silk Fruit & Nut",,,49,50,1000,"Groceries/Chocolates","TRUE",2,,2
,,,,"69 gms",49,50,1000,,,,,2
,,,,"160 gms",104.5,110,1000,,,,,5
,,"Cadbury Dairy Milk Silk",,,49,50,1000,"Groceries/Chocolates","TRUE",2,,2
,,,,"69 gms",49,50,1000,,,,,2
,,,,"170 gms",114,120,1000,,,,,5
,,"Cadbury Fruit & Nut",,,58.8,60,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"80 gms",58.8,60,1000,,,,,2
,,"Cadbury Dairy Milk",,,19.6,20,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"38 gms",19.6,20,1000,,,,,2
,,"Alpenliebe Stick",,,4.9,5,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"28 gms",4.9,5,1000,,,,,2
,,"Centre Fresh",,,5.9,6,1000,"Groceries/Chocolates","TRUE",1,,1.666666667
,,,,"19 gms",5.9,6,1000,,,,,1.666666667
,,"Orbit ",,,9.8,10,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"9 pc",9.8,10,1000,,,,,2
,,"Perk Glucose Home Pack",,,29.4,30,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"100 gms",29.4,30,1000,,,,,2
,,"5 Star",,,4.9,5,1000,"Groceries/Chocolates","TRUE",2,,2
,,,,"14 gms",4.9,5,1000,,,,,2
,,,,"28 gms",9.8,10,1000,,,,,2
,,"5 Star Fruit & Nut",,,19.6,20,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"37 gms",19.6,20,1000,,,,,2
,,"5 Star Crunchy",,,14.7,15,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"38 gms",14.7,15,1000,,,,,2
,,"Bournvielle Rich Cocoa",,,29.4,30,1000,"Groceries/Chocolates","TRUE",2,,2
,,,,"33 gms",29.4,30,1000,,,,,2
,,,,"80 gms",76,80,1000,,,,,5
,,"Bournvielle Rasin & Nut",,,29.4,30,1000,"Groceries/Chocolates","TRUE",2,,2
,,,,"40 gms",29.4,30,1000,,,,,2
,,,,"90 gms",76.8,80,1000,,,,,4
,,"Bournvielle Almond",,,76.8,80,1000,"Groceries/Chocolates","TRUE",1,,4
,,,,"90 gms",76.8,80,1000,,,,,4
,,"Bournvielle Hazelnut",,,76.8,80,1000,"Groceries/Chocolates","TRUE",1,,4
,,,,"90 gms",76.8,80,1000,,,,,4
,,"Temptation All Flavour Pack (5 pc)",,,285,300,1000,"Groceries/Chocolates","TRUE",1,,5
,,,,"72 gms",285,300,1000,,,,,5
,,"Cadbury Gems Surprise",,,29.4,30,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"27 gms",29.4,30,1000,,,,,2
,,"Nestle Milk Chocolate",,,176.4,180,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"180 gms",176.4,180,1000,,,,,2
,,"Bar One",,,9.8,10,1000,"Groceries/Chocolates","TRUE",1,,2
,,,,"32 gms",9.8,10,1000,,,,,2
,,"Kohinoor Silver Basmati Rice",,,102.6,114,1000,"Groceries/Grains","TRUE",1,,10
,,,,"1 kg",102.6,114,1000,,,,,10
,,"Kohinoor Platinum Basmati Rice",,,137.7,153,1000,"Groceries/Grains","TRUE",2,,10
,,,,"1 kg",137.7,153,1000,,,,,10
,,,,"5 kg",679.5,755,1000,,,,,10
,,"Kohinoor Gold Basmati Rice",,,128.7,143,1000,"Groceries/Grains","TRUE",2,,10
,,,,"1 kg",128.7,143,1000,,,,,10
,,,,"5 kg",634.5,705,1000,,,,,10
,,"Dawaat Rozana Basmati Rice",,,66.3,78,1000,"Groceries/Grains","TRUE",1,,15
,,,,"1 kg",66.3,78,1000,,,,,15
,,"Dawaat Traditional Basmati Rice",,,134.3,158,1000,"Groceries/Grains","TRUE",2,,15
,,,,"1 kg",134.3,158,1000,,,,,15
,,,,"5 kg",581.4,684,1000,,,,,15
,,"Dawaat Super Basmati Rice",,,90.1,106,1000,"Groceries/Grains","TRUE",2,,15
,,,,"1 kg",90.1,106,1000,,,,,15
,,,,"5 kg",406.4,508,1000,,,,,20
,,"Dawaat Devaya Basmati Rice",,,80.8,101,1000,"Groceries/Grains","TRUE",2,,20
,,,,"1 kg",80.8,101,1000,,,,,20
,,,,"5 kg",396.8,496,1000,,,,,20
,,"India Gate Basmati Classic",,,134.3,158,1000,"Groceries/Grains","TRUE",2,,15
,,,,"1 kg",134.3,158,1000,,,,,15
,,,,"5 kg",667.3,785,1000,,,,,14.99363057
,,"Saffola Rice Arise",,,48,49,1000,"Groceries/Grains","TRUE",1,,2.040816327
,,,,"1 kg",48,49,1000,,,,,2.040816327
,,"Tilda Khush Long Grain",,,59.5,70,1000,"Groceries/Grains","TRUE",1,,15
,,,,"1 kg",59.5,70,1000,,,,,15
,,"Tilda wantaful Basmati Rice",,,392,490,1000,"Groceries/Grains","TRUE",1,,20
,,,,"5 kg",392,490,1000,,,,,20
